,id,author
333,333,Marcus
334,334,Philippus
335,335,Marcus
336,336,Marcus
337,337,Marcus
338,338,Paithonius
339,339,Marcus
340,340,Marcus
341,341,Philippus
342,342,Marcus
343,343,Philippus
344,344,Ovionicus
345,345,Blanquius
346,346,Marcus
347,347,Philippus
348,348,Blanquius
349,349,Philippus
350,350,Ovionicus
351,351,FerrumEffractarius
352,352,Blanquius
353,353,Marcus
354,354,Philippus
355,355,Philippus
356,356,Marcus
357,357,Philippus
358,358,Marcus
359,359,Philippus
360,360,Philippus
361,361,Blanquius
362,362,Clarius
363,363,Philippus
364,364,Marcus
365,365,Marcus
366,366,Ubuntius
367,367,Marcus
368,368,Ovionicus
369,369,Ovionicus
370,370,Marcus
371,371,Marcus
372,372,Clarius
373,373,Ovionicus
374,374,Ovionicus
375,375,Marcus
376,376,Marcus
377,377,Ubuntius
378,378,Marcus
379,379,Philippus
380,380,Marcus
381,381,Philippus
382,382,Ovionicus
383,383,FerrumEffractarius
384,384,Philippus
385,385,Blanquius
386,386,Ovionicus
387,387,Philippus
388,388,Ovionicus
389,389,Marcus
390,390,Philippus
391,391,Philippus
392,392,Blanquius
393,393,Philippus
394,394,Ubuntius
395,395,Philippus
396,396,Philippus
397,397,Clarius
398,398,Marcus
399,399,Philippus
400,400,Ovionicus
401,401,Blanquius
402,402,Marcus
403,403,Marcus
404,404,Clarius
405,405,Philippus
406,406,Ubuntius
407,407,Marcus
408,408,Marcus
409,409,Philippus
410,410,Ovionicus
411,411,Ovionicus
412,412,Philippus
413,413,Marcus
414,414,Ubuntius
415,415,Marcus
416,416,Philippus
417,417,Philippus
418,418,FerrumEffractarius
419,419,Marcus
420,420,Marcus
421,421,Philippus
422,422,Blanquius
423,423,Blanquius
424,424,Ovionicus
425,425,Marcus
426,426,Paithonius
427,427,Philippus
428,428,Blanquius
429,429,Philippus
430,430,Marcus
431,431,Ovionicus
432,432,Clarius
433,433,Marcus
434,434,Marcus
435,435,Marcus
436,436,Marcus
437,437,Blanquius
438,438,Clarius
439,439,Marcus
440,440,Marcus
441,441,Marcus
442,442,Marcus
443,443,Paithonius
444,444,Philippus
445,445,Philippus
446,446,Ovionicus
447,447,Marcus
448,448,Ovionicus
449,449,Philippus
450,450,Philippus
451,451,Marcus
452,452,Ubuntius
453,453,Marcus
454,454,Marcus
455,455,Marcus
456,456,Marcus
457,457,Marcus
458,458,Marcus
459,459,Marcus
460,460,Marcus
461,461,Marcus
462,462,Philippus
463,463,FerrumEffractarius
464,464,Ubuntius
465,465,Philippus
466,466,Ubuntius
467,467,Philippus
468,468,Marcus
469,469,Blanquius
470,470,Blanquius
471,471,Blanquius
472,472,Paithonius
473,473,Marcus
474,474,Paithonius
475,475,Philippus
476,476,Philippus
477,477,Marcus
478,478,Ubuntius
479,479,Blanquius
480,480,Marcus
481,481,Ubuntius
482,482,Marcus
483,483,Clarius
484,484,Paithonius
485,485,Philippus
486,486,Clarius
487,487,Marcus
488,488,Blanquius
489,489,Marcus
490,490,Philippus
491,491,Ovionicus
492,492,Philippus
493,493,Marcus
494,494,Philippus
495,495,Marcus
496,496,Marcus
497,497,Marcus
498,498,Philippus
499,499,Marcus
500,500,Marcus
501,501,Philippus
502,502,Marcus
503,503,Marcus
504,504,Marcus
505,505,Ovionicus
506,506,Philippus
507,507,Paithonius
508,508,Philippus
509,509,Paithonius
510,510,Marcus
511,511,FerrumEffractarius
512,512,Marcus
513,513,Ovionicus
514,514,Marcus
515,515,Blanquius
516,516,Marcus
517,517,Philippus
518,518,Marcus
519,519,Marcus
520,520,Marcus
521,521,Marcus
522,522,Marcus
523,523,Philippus
524,524,Blanquius
525,525,Ovionicus
526,526,FerrumEffractarius
527,527,Clarius
528,528,Marcus
529,529,Marcus
530,530,Ovionicus
531,531,Marcus
532,532,Marcus
533,533,Philippus
534,534,Marcus
535,535,Marcus
536,536,Marcus
537,537,Marcus
538,538,Ovionicus
539,539,Philippus
540,540,Blanquius
541,541,Ovionicus
542,542,Clarius
543,543,Marcus
544,544,Marcus
545,545,Ovionicus
546,546,Marcus
547,547,Marcus
548,548,Marcus
549,549,Marcus
550,550,Marcus
551,551,Marcus
552,552,Paithonius
553,553,Paithonius
554,554,Ovionicus
555,555,Philippus
556,556,Philippus
557,557,Philippus
558,558,Ovionicus
559,559,Philippus
560,560,Paithonius
561,561,Marcus
562,562,Blanquius
563,563,Marcus
564,564,FerrumEffractarius
565,565,Blanquius
566,566,Marcus
567,567,Marcus
568,568,Philippus
569,569,Philippus
570,570,Blanquius
571,571,Ovionicus
572,572,Marcus
573,573,Ovionicus
574,574,Philippus
575,575,Philippus
576,576,Marcus
577,577,Marcus
578,578,Marcus
579,579,Marcus
580,580,Marcus
581,581,Blanquius
582,582,Marcus
583,583,Marcus
584,584,Marcus
585,585,Clarius
586,586,Marcus
587,587,Philippus
588,588,Marcus
589,589,Marcus
590,590,Marcus
591,591,Marcus
592,592,Marcus
593,593,Paithonius
594,594,Marcus
595,595,Philippus
596,596,Marcus
597,597,Philippus
598,598,Clarius
599,599,Marcus
600,600,Marcus
601,601,Ubuntius
602,602,Ovionicus
603,603,Blanquius
604,604,Clarius
605,605,Marcus
606,606,Clarius
607,607,Philippus
608,608,Marcus
609,609,Blanquius
610,610,Clarius
611,611,Marcus
612,612,Marcus
613,613,Philippus
614,614,Philippus
615,615,Blanquius
616,616,Philippus
617,617,Marcus
618,618,Marcus
619,619,Marcus
620,620,Clarius
621,621,Philippus
622,622,Marcus
623,623,Marcus
624,624,Marcus
625,625,Ovionicus
626,626,Philippus
627,627,Marcus
628,628,Marcus
629,629,Ovionicus
630,630,Marcus
631,631,Paithonius
632,632,Marcus
633,633,Blanquius
634,634,Marcus
635,635,Marcus
636,636,Paithonius
637,637,Marcus
638,638,Philippus
639,639,Blanquius
640,640,Philippus
641,641,Marcus
642,642,Ovionicus
643,643,Ovionicus
644,644,Paithonius
645,645,Marcus
646,646,Philippus
647,647,Ubuntius
648,648,Philippus
649,649,Ubuntius
650,650,Philippus
651,651,Paithonius
652,652,Ovionicus
653,653,Marcus
654,654,Ovionicus
655,655,Marcus
656,656,Philippus
657,657,Marcus
658,658,Philippus
659,659,Ubuntius
660,660,Ovionicus
661,661,Philippus
662,662,Marcus
663,663,Ovionicus
664,664,Marcus
665,665,Marcus
666,666,Clarius
667,667,Marcus
668,668,Philippus
669,669,Philippus
670,670,Ovionicus
671,671,FerrumEffractarius
672,672,Clarius
673,673,Marcus
674,674,Marcus
675,675,Marcus
676,676,Marcus
677,677,Philippus
678,678,Paithonius
679,679,Philippus
680,680,Marcus
681,681,Ubuntius
682,682,Blanquius
683,683,Marcus
684,684,Marcus
685,685,Clarius
686,686,Paithonius
687,687,Philippus
688,688,Ubuntius
689,689,Marcus
690,690,Blanquius
691,691,Marcus
692,692,Marcus
693,693,Ovionicus
694,694,Philippus
695,695,Philippus
696,696,Clarius
697,697,Philippus
698,698,Marcus
699,699,Marcus
700,700,Marcus
701,701,FerrumEffractarius
702,702,Marcus
703,703,Marcus
704,704,Clarius
705,705,Marcus
706,706,Marcus
707,707,Ovionicus
708,708,Philippus
709,709,Marcus
710,710,Marcus
711,711,Blanquius
712,712,Marcus
713,713,Philippus
714,714,FerrumEffractarius
715,715,Philippus
716,716,Ovionicus
717,717,Philippus
718,718,Philippus
719,719,Philippus
720,720,Clarius
721,721,Philippus
722,722,Ubuntius
723,723,Philippus
724,724,Marcus
725,725,Philippus
726,726,Blanquius
727,727,Marcus
728,728,Ovionicus
729,729,Blanquius
730,730,Ovionicus
731,731,Paithonius
732,732,Philippus
733,733,Philippus
734,734,Marcus
735,735,Marcus
736,736,Clarius
737,737,Philippus
738,738,Marcus
739,739,Ubuntius
740,740,Paithonius
741,741,Marcus
742,742,Paithonius
743,743,FerrumEffractarius
744,744,Marcus
745,745,Philippus
746,746,Ovionicus
747,747,Ovionicus
748,748,Marcus
749,749,Paithonius
750,750,Philippus
751,751,Marcus
752,752,Marcus
753,753,Ovionicus
754,754,Marcus
755,755,Marcus
756,756,Philippus
757,757,Marcus
758,758,Philippus
759,759,Marcus
760,760,Philippus
761,761,Clarius
762,762,Marcus
763,763,Clarius
764,764,Marcus
765,765,Ovionicus
766,766,Paithonius
767,767,FerrumEffractarius
768,768,Ovionicus
769,769,Marcus
770,770,Ovionicus
771,771,Marcus
772,772,Blanquius
773,773,Philippus
774,774,Marcus
775,775,Paithonius
776,776,Marcus
777,777,Ovionicus
778,778,Philippus
779,779,Marcus
780,780,Ovionicus
781,781,Paithonius
782,782,Marcus
783,783,Ubuntius
784,784,Marcus
785,785,Marcus
786,786,FerrumEffractarius
787,787,Marcus
788,788,Marcus
789,789,Marcus
790,790,Clarius
791,791,Marcus
792,792,FerrumEffractarius
793,793,Ovionicus
794,794,Marcus
795,795,Philippus
796,796,Ubuntius
797,797,Ovionicus
798,798,Marcus
799,799,Blanquius
800,800,Marcus
801,801,Marcus
802,802,Philippus
803,803,Paithonius
804,804,Clarius
805,805,Philippus
806,806,Blanquius
807,807,Blanquius
808,808,Ovionicus
809,809,Marcus
810,810,Ovionicus
811,811,Clarius
812,812,Philippus
813,813,Blanquius
814,814,Marcus
815,815,Marcus
816,816,Marcus
817,817,Marcus
818,818,Marcus
819,819,Marcus
820,820,Blanquius
821,821,Blanquius
822,822,Paithonius
823,823,Philippus
824,824,Marcus
825,825,Marcus
826,826,Marcus
827,827,Philippus
828,828,Ovionicus
829,829,Marcus
830,830,Marcus
831,831,Marcus
832,832,Marcus
833,833,Ovionicus
834,834,Marcus
835,835,Marcus
836,836,Marcus
837,837,Paithonius
838,838,Marcus
839,839,Ovionicus
840,840,Ovionicus
841,841,Blanquius
842,842,Marcus
843,843,Philippus
844,844,Marcus
845,845,Marcus
846,846,Philippus
847,847,Philippus
848,848,Marcus
849,849,Ovionicus
850,850,Marcus
851,851,Marcus
852,852,Philippus
853,853,Ovionicus
854,854,Marcus
855,855,Marcus
856,856,Marcus
857,857,Paithonius
858,858,FerrumEffractarius
859,859,Ovionicus
860,860,Ubuntius
861,861,Marcus
862,862,Philippus
863,863,Ovionicus
864,864,Marcus
865,865,Paithonius
866,866,Ovionicus
867,867,Ovionicus
868,868,Marcus
869,869,Ovionicus
870,870,Marcus
871,871,Ovionicus
872,872,Ovionicus
873,873,Philippus
874,874,Philippus
875,875,Philippus
876,876,Philippus
877,877,Marcus
878,878,Clarius
879,879,Marcus
880,880,Ovionicus
881,881,Clarius
882,882,Ubuntius
883,883,Paithonius
884,884,Philippus
885,885,Marcus
886,886,Ubuntius
887,887,Ovionicus
888,888,Marcus
889,889,Marcus
890,890,Clarius
891,891,Marcus
892,892,Marcus
893,893,Ubuntius
894,894,Philippus
895,895,Philippus
896,896,Clarius
897,897,Philippus
898,898,Philippus
899,899,Clarius
900,900,Philippus
901,901,Clarius
902,902,Philippus
903,903,Philippus
904,904,Marcus
905,905,Marcus
906,906,Ovionicus
907,907,Ovionicus
908,908,Philippus
909,909,Philippus
910,910,Marcus
911,911,Marcus
912,912,Ovionicus
913,913,Marcus
914,914,Philippus
915,915,Ovionicus
916,916,Marcus
917,917,Marcus
918,918,Blanquius
919,919,Clarius
920,920,Philippus
921,921,Philippus
922,922,Philippus
923,923,Blanquius
924,924,Paithonius
925,925,Marcus
926,926,Blanquius
927,927,Philippus
928,928,Clarius
929,929,FerrumEffractarius
930,930,Clarius
931,931,Blanquius
932,932,Marcus
933,933,Philippus
934,934,Marcus
935,935,Clarius
936,936,Marcus
937,937,Marcus
938,938,Marcus
939,939,Marcus
940,940,Blanquius
941,941,Philippus
942,942,Ovionicus
943,943,FerrumEffractarius
944,944,Marcus
945,945,Marcus
946,946,Marcus
947,947,Clarius
948,948,Marcus
949,949,Ubuntius
950,950,Ovionicus
951,951,Philippus
952,952,Marcus
953,953,Ubuntius
954,954,Ubuntius
955,955,Philippus
956,956,Marcus
957,957,Ubuntius
958,958,Marcus
959,959,Marcus
960,960,Blanquius
961,961,Marcus
962,962,Ovionicus
963,963,Philippus
964,964,Blanquius
965,965,Marcus
966,966,Philippus
967,967,Ovionicus
968,968,Philippus
969,969,FerrumEffractarius
970,970,Ovionicus
971,971,Marcus
972,972,Marcus
973,973,Marcus
974,974,Marcus
975,975,Paithonius
976,976,Ovionicus
977,977,Marcus
978,978,Philippus
979,979,Paithonius
980,980,Marcus
981,981,Blanquius
982,982,Ovionicus
983,983,Marcus
984,984,Ovionicus
985,985,Ovionicus
986,986,Blanquius
987,987,Marcus
988,988,Blanquius
989,989,Philippus
990,990,Philippus
991,991,FerrumEffractarius
992,992,Marcus
993,993,Paithonius
994,994,Paithonius
995,995,Marcus
996,996,Clarius
997,997,Philippus
998,998,Philippus
999,999,Ovionicus
1000,1000,Marcus
1001,1001,Ovionicus
1002,1002,Marcus
1003,1003,Ovionicus
1004,1004,Philippus
1005,1005,Marcus
1006,1006,Marcus
1007,1007,Marcus
1008,1008,Philippus
1009,1009,Philippus
1010,1010,Ovionicus
1011,1011,Marcus
1012,1012,Marcus
1013,1013,Ovionicus
1014,1014,Marcus
1015,1015,Philippus
1016,1016,Ovionicus
1017,1017,Philippus
1018,1018,Ovionicus
1019,1019,Blanquius
1020,1020,Marcus
1021,1021,Blanquius
1022,1022,Marcus
1023,1023,Philippus
1024,1024,Marcus
1025,1025,Marcus
1026,1026,Marcus
1027,1027,Marcus
1028,1028,Blanquius
1029,1029,Marcus
1030,1030,Marcus
1031,1031,Marcus
1032,1032,Blanquius
1033,1033,FerrumEffractarius
1034,1034,Marcus
1035,1035,Marcus
1036,1036,Paithonius
1037,1037,Marcus
1038,1038,Marcus
1039,1039,Blanquius
1040,1040,Ovionicus
1041,1041,Marcus
1042,1042,Philippus
1043,1043,Marcus
1044,1044,Blanquius
1045,1045,Philippus
1046,1046,Marcus
1047,1047,Paithonius
1048,1048,Ovionicus
1049,1049,Ovionicus
1050,1050,Marcus
1051,1051,FerrumEffractarius
1052,1052,Clarius
1053,1053,Ovionicus
1054,1054,Blanquius
1055,1055,Ovionicus
1056,1056,Ovionicus
1057,1057,Marcus
1058,1058,Marcus
1059,1059,Philippus
1060,1060,Marcus
1061,1061,Philippus
1062,1062,Marcus
1063,1063,Ovionicus
1064,1064,Marcus
1065,1065,Clarius
1066,1066,Marcus
1067,1067,Blanquius
1068,1068,Marcus
1069,1069,Philippus
1070,1070,Marcus
1071,1071,Philippus
1072,1072,Marcus
1073,1073,Ovionicus
1074,1074,Philippus
1075,1075,Blanquius
1076,1076,Ovionicus
1077,1077,Clarius
1078,1078,Philippus
1079,1079,Marcus
1080,1080,Philippus
1081,1081,Marcus
1082,1082,Ovionicus
1083,1083,Philippus
1084,1084,Blanquius
1085,1085,Clarius
1086,1086,Marcus
1087,1087,Marcus
1088,1088,Marcus
1089,1089,Marcus
1090,1090,Marcus
1091,1091,Marcus
1092,1092,Philippus
1093,1093,Paithonius
1094,1094,Marcus
1095,1095,Philippus
1096,1096,Marcus
1097,1097,FerrumEffractarius
1098,1098,Marcus
1099,1099,Blanquius
1100,1100,Paithonius
1101,1101,Marcus
1102,1102,Ovionicus
1103,1103,Marcus
1104,1104,Blanquius
1105,1105,Blanquius
1106,1106,Ovionicus
1107,1107,FerrumEffractarius
1108,1108,Philippus
1109,1109,Marcus
1110,1110,Marcus
1111,1111,Philippus
1112,1112,Paithonius
1113,1113,Marcus
1114,1114,Marcus
1115,1115,Marcus
1116,1116,Marcus
1117,1117,Clarius
1118,1118,Marcus
1119,1119,Marcus
1120,1120,Blanquius
1121,1121,Marcus
1122,1122,Ovionicus
1123,1123,Marcus
1124,1124,Marcus
1125,1125,Marcus
1126,1126,Ovionicus
1127,1127,Philippus
1128,1128,Paithonius
1129,1129,Philippus
1130,1130,Marcus
1131,1131,Ovionicus
1132,1132,Paithonius
1133,1133,Marcus
1134,1134,Philippus
1135,1135,Marcus
1136,1136,Marcus
1137,1137,Clarius
1138,1138,Philippus
1139,1139,Clarius
1140,1140,Philippus
1141,1141,Marcus
1142,1142,Philippus
1143,1143,Clarius
1144,1144,Marcus
1145,1145,Marcus
1146,1146,Marcus
1147,1147,Marcus
1148,1148,Philippus
1149,1149,Marcus
1150,1150,Paithonius
1151,1151,FerrumEffractarius
1152,1152,Ovionicus
1153,1153,FerrumEffractarius
1154,1154,Clarius
1155,1155,Marcus
1156,1156,Philippus
1157,1157,Marcus
1158,1158,Philippus
1159,1159,Ovionicus
1160,1160,Paithonius
1161,1161,Blanquius
1162,1162,Marcus
1163,1163,Marcus
1164,1164,Ovionicus
1165,1165,Ovionicus
1166,1166,Ovionicus
1167,1167,Marcus
1168,1168,FerrumEffractarius
1169,1169,FerrumEffractarius
1170,1170,Philippus
1171,1171,Ovionicus
1172,1172,Ubuntius
1173,1173,Ubuntius
1174,1174,Blanquius
1175,1175,Blanquius
1176,1176,Marcus
1177,1177,Philippus
1178,1178,Clarius
1179,1179,Clarius
1180,1180,Ovionicus
1181,1181,Marcus
1182,1182,Marcus
1183,1183,Marcus
1184,1184,Paithonius
1185,1185,Philippus
1186,1186,Philippus
1187,1187,Philippus
1188,1188,Marcus
1189,1189,Philippus
1190,1190,Blanquius
1191,1191,Marcus
1192,1192,Ubuntius
1193,1193,Philippus
1194,1194,Philippus
1195,1195,Blanquius
1196,1196,Marcus
1197,1197,Marcus
1198,1198,Marcus
1199,1199,Marcus
1200,1200,Paithonius
1201,1201,Ovionicus
1202,1202,Philippus
1203,1203,Clarius
1204,1204,Clarius
1205,1205,Blanquius
1206,1206,Paithonius
1207,1207,Marcus
1208,1208,FerrumEffractarius
1209,1209,Philippus
1210,1210,Blanquius
1211,1211,Marcus
1212,1212,Ubuntius
1213,1213,Marcus
1214,1214,Philippus
1215,1215,Marcus
1216,1216,Blanquius
1217,1217,Paithonius
1218,1218,Ovionicus
1219,1219,Philippus
1220,1220,Ovionicus
1221,1221,Marcus
1222,1222,Ovionicus
1223,1223,Marcus
1224,1224,Marcus
1225,1225,Philippus
1226,1226,Ubuntius
1227,1227,Philippus
1228,1228,Paithonius
1229,1229,Marcus
1230,1230,Marcus
1231,1231,Ovionicus
1232,1232,Marcus
1233,1233,Blanquius
1234,1234,Blanquius
1235,1235,Blanquius
1236,1236,Philippus
1237,1237,Marcus
1238,1238,Blanquius
1239,1239,Philippus
1240,1240,Marcus
1241,1241,Ovionicus
1242,1242,Marcus
1243,1243,Philippus
1244,1244,Paithonius
1245,1245,Blanquius
1246,1246,Ovionicus
1247,1247,Marcus
1248,1248,Marcus
1249,1249,FerrumEffractarius
1250,1250,Marcus
1251,1251,Marcus
1252,1252,Marcus
1253,1253,Marcus
1254,1254,Philippus
1255,1255,Marcus
1256,1256,Ovionicus
1257,1257,Philippus
1258,1258,Philippus
1259,1259,Marcus
1260,1260,FerrumEffractarius
1261,1261,Blanquius
1262,1262,Paithonius
1263,1263,Philippus
1264,1264,Marcus
1265,1265,Marcus
1266,1266,Marcus
1267,1267,Ovionicus
1268,1268,Clarius
1269,1269,Philippus
1270,1270,Paithonius
1271,1271,Marcus
1272,1272,Blanquius
1273,1273,Blanquius
1274,1274,Paithonius
1275,1275,Marcus
1276,1276,FerrumEffractarius
1277,1277,FerrumEffractarius
1278,1278,Ovionicus
1279,1279,Marcus
1280,1280,Marcus
1281,1281,Marcus
1282,1282,Philippus
1283,1283,Paithonius
1284,1284,Ubuntius
1285,1285,Clarius
1286,1286,Marcus
1287,1287,Clarius
1288,1288,Philippus
1289,1289,Blanquius
1290,1290,Philippus
1291,1291,Blanquius
1292,1292,Marcus
1293,1293,Marcus
1294,1294,Marcus
1295,1295,Philippus
1296,1296,Marcus
1297,1297,Marcus
1298,1298,Ovionicus
1299,1299,Ovionicus
1300,1300,Clarius
1301,1301,Philippus
1302,1302,Ovionicus
1303,1303,Marcus
1304,1304,Ovionicus
1305,1305,Marcus
1306,1306,Marcus
1307,1307,Marcus
1308,1308,Paithonius
1309,1309,Marcus
1310,1310,Ovionicus
1311,1311,Philippus
1312,1312,Ovionicus
1313,1313,Ovionicus
1314,1314,Marcus
1315,1315,Marcus
1316,1316,Blanquius
1317,1317,Ovionicus
1318,1318,Marcus
1319,1319,Paithonius
1320,1320,Marcus
1321,1321,Paithonius
1322,1322,Ovionicus
1323,1323,Blanquius
1324,1324,Philippus
1325,1325,Marcus
1326,1326,Marcus
1327,1327,Blanquius
1328,1328,Marcus
1329,1329,Blanquius
1330,1330,Marcus
1331,1331,Marcus
1332,1332,Marcus
1333,1333,Marcus
1334,1334,Blanquius
1335,1335,Marcus
1336,1336,Blanquius
1337,1337,Philippus
1338,1338,Marcus
1339,1339,Marcus
1340,1340,Ubuntius
1341,1341,Philippus
1342,1342,Ubuntius
1343,1343,Marcus
1344,1344,Marcus
1345,1345,Philippus
1346,1346,Marcus
1347,1347,Marcus
1348,1348,Ovionicus
1349,1349,Marcus
1350,1350,Blanquius
1351,1351,Marcus
1352,1352,Ovionicus
1353,1353,Marcus
1354,1354,Marcus
1355,1355,Marcus
1356,1356,Marcus
1357,1357,Marcus
1358,1358,Marcus
1359,1359,Marcus
1360,1360,Ubuntius
1361,1361,Ovionicus
1362,1362,Marcus
1363,1363,Marcus
1364,1364,Philippus
1365,1365,Paithonius
1366,1366,Philippus
1367,1367,Ubuntius
1368,1368,Marcus
1369,1369,Marcus
1370,1370,Marcus
1371,1371,Marcus
